Sun Jan 04 12:22:15 2015    profile_out1.txt

         1868107 function calls (1860775 primitive calls) in 20.882 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002    0.017    0.017 inputstream.py:662(getEncoding)
       12    0.000    0.000    0.017    0.001 rfc822.py:88(__init__)
       12    0.003    0.000    0.017    0.001 httplib.py:231(readheaders)
        1    0.002    0.002    0.016    0.016 base.py:5(<module>)
     9499    0.016    0.000    0.016    0.000 MyRecord.py:30(get_item)
        1    0.006    0.006    0.016    0.016 httplib.py:67(<module>)
     8921    0.016    0.000    0.016    0.000 {method 'lower' of 'unicode' objects}
     2772    0.016    0.000    0.016    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.016    0.016 ExcelFormulaLexer.py:3(<module>)
        1    0.004    0.004    0.016    0.016 uuid.py:45(<module>)
     1426    0.008    0.000    0.015    0.000 html5parser.py:1659(processSpaceCharacters)
        8    0.000    0.000    0.015    0.002 Worksheet.py:1316(get_biff_data)
        1    0.005    0.005    0.015    0.015 utils.py:5(<module>)
       66    0.004    0.000    0.015    0.000 {all}
      586    0.007    0.000    0.015    0.000 BeautifulSoup.py:977(_matches)
      130    0.001    0.000    0.015    0.000 gettext.py:565(gettext)
     3372    0.010    0.000    0.015    0.000 antlr.py:721(length)
     2874    0.011    0.000    0.015    0.000 sre_parse.py:126(__len__)
     6979    0.015    0.000    0.015    0.000 {method 'startswith' of 'unicode' objects}
       69    0.001    0.000    0.014    0.000 html5parser.py:1087(startTagA)
       11    0.010    0.001    0.014    0.001 collections.py:208(namedtuple)
     3222    0.014    0.000    0.014    0.000 {_codecs.utf_8_decode}
      130    0.001    0.000    0.014    0.000 gettext.py:527(dgettext)
        1    0.000    0.000    0.014    0.014 py.py:10(__init__)
        1    0.008    0.008    0.014    0.014 message.py:5(<module>)
     1509    0.009    0.000    0.014    0.000 BeautifulSoup.py:1195(__getattr__)
     1655    0.010    0.000    0.014    0.000 BeautifulSoup.py:1208(isSelfClosingTag)
     1752    0.009    0.000    0.014    0.000 _base.py:181(reconstructActiveFormattingElements)
        1    0.013    0.013    0.014    0.014 socket.py:45(<module>)
        1    0.007    0.007    0.013    0.013 models.py:8(<module>)
     2080    0.012    0.000    0.013    0.000 _base.py:99(append)
      130    0.001    0.000    0.013    0.000 gettext.py:461(translation)
        1    0.002    0.002    0.013    0.013 __init__.py:99(<module>)
        1    0.009    0.009    0.013    0.013 case.py:1(<module>)
        1    0.000    0.000    0.013    0.013 random.py:91(__init__)
        1    0.000    0.000    0.013    0.013 random.py:100(seed)
        1    0.013    0.013    0.013    0.013 {nt.urandom}
        1    0.008    0.008    0.013    0.013 smtplib.py:33(<module>)
      111    0.001    0.000    0.012    0.000 html5parser.py:1802(processEndTag)
      309    0.002    0.000    0.012    0.000 antlr.py:1898(match)
        1    0.012    0.012    0.012    0.012 db.py:5(<module>)
      130    0.002    0.000    0.012    0.000 gettext.py:421(find)
      341    0.004    0.000    0.012    0.000 _sgmllib_copy.py:317(parse_endtag)
        2    0.006    0.003    0.012    0.006 __init__.py:24(<module>)
      180    0.004    0.000    0.012    0.000 Row.py:233(write)
     6787    0.012    0.000    0.012    0.000 {built-in method start}
        1    0.001    0.001    0.012    0.012 Utils.py:5(<module>)
        2    0.000    0.000    0.012    0.006 pprint.py:58(pformat)
        2    0.000    0.000    0.011    0.006 pprint.py:117(pformat)
     60/2    0.002    0.000    0.011    0.006 pprint.py:129(_format)
      472    0.005    0.000    0.011    0.000 _sgmllib_copy.py:337(finish_starttag)
     7792    0.011    0.000    0.011    0.000 {callable}
        1    0.008    0.008    0.011    0.011 collections.py:1(<module>)
       63    0.001    0.000    0.011    0.000 _form.py:2700(new_control)
     6936    0.011    0.000    0.011    0.000 FilterCountId.py:14(get_count_id)
      309    0.002    0.000    0.010    0.000 antlr.py:1884(_match_int)
     6990    0.010    0.000    0.010    0.000 {method 'popleft' of 'collections.deque' objects}
      132    0.001    0.000    0.010    0.000 __init__.py:708(format)
      317    0.008    0.000    0.010    0.000 HTMLParser.py:368(replaceEntities)
     2129    0.007    0.000    0.010    0.000 sre_parse.py:138(append)
        1    0.005    0.005    0.010    0.010 ElementTree.py:59(<module>)
       80    0.001    0.000    0.010    0.000 _htmlparser.py:89(handle_comment)
     4788    0.010    0.000    0.010    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.010    0.010 xl3.py:13(get_formula)
      132    0.003    0.000    0.009    0.000 __init__.py:451(format)
     2232    0.006    0.000    0.009    0.000 py.py:11(<genexpr>)
        2    0.000    0.000    0.009    0.005 _urllib2_fork.py:1187(http_request)
        2    0.000    0.000    0.009    0.005 _clientcookie.py:1183(add_cookie_header)
      644    0.004    0.000    0.009    0.000 inputstream.py:629(matchBytes)
        1    0.001    0.001    0.009    0.009 bclerk.py:41(get_legal_from_str)
       27    0.000    0.000    0.009    0.000 __init__.py:1110(debug)
        1    0.003    0.003    0.009    0.009 __init__.py:7(<module>)
       68    0.002    0.000    0.009    0.000 _abcoll.py:483(update)
     3015    0.009    0.000    0.009    0.000 antlr.py:712(elementAt)
      866    0.007    0.000    0.009    0.000 element.py:890(get)
     4547    0.009    0.000    0.009    0.000 {built-in method group}
     6208    0.009    0.000    0.009    0.000 BeautifulSoup.py:626(__nonzero__)
        1    0.006    0.006    0.009    0.009 xl_builder.py:3(<module>)
     5128    0.009    0.000    0.009    0.000 {method 'startswith' of 'str' objects}
      225    0.001    0.000    0.009    0.000 html5parser.py:244(parseError)
      553    0.006    0.000    0.009    0.000 BeautifulSoup.py:1232(pushTag)
     1139    0.007    0.000    0.008    0.000 BeautifulSoup.py:132(setup)
      618    0.004    0.000    0.008    0.000 sre_compile.py:354(_simple)
       12    0.000    0.000    0.008    0.001 cookies.py:114(extract_cookies_to_jar)
       48    0.000    0.000    0.008    0.000 ExcelFormulaParser.py:75(__init__)
        6    0.000    0.000    0.008    0.001 adapters.py:158(build_response)
     3234    0.008    0.000    0.008    0.000 element.py:922(__setitem__)
        1    0.007    0.007    0.008    0.008 __init__.py:4(<module>)
     3015    0.006    0.000    0.008    0.000 antlr.py:1741(syncConsume)
      118    0.001    0.000    0.008    0.000 pprint.py:228(_repr)
        1    0.003    0.003    0.008    0.008 Workbook.py:41(<module>)
        1    0.000    0.000    0.008    0.008 Workbook.py:51(__init__)
       48    0.006    0.000    0.008    0.000 antlr.py:2029(__init__)
      285    0.004    0.000    0.008    0.000 sre_parse.py:225(_class_escape)
        6    0.003    0.001    0.008    0.001 utils.py:68(get_netrc_auth)
     1174    0.005    0.000    0.008    0.000 _base.py:227(clearActiveFormattingElements)
       12    0.000    0.000    0.008    0.001 cookielib.py:1635(extract_cookies)
        1    0.000    0.000    0.008    0.008 BeautifulSoup.py:1769(__init__)
      309    0.003    0.000    0.008    0.000 ExcelFormulaLexer.py:94(match_pattern)
      151    0.001    0.000    0.008    0.000 antlr.py:2068(LT)
      132    0.003    0.000    0.008    0.000 __init__.py:1197(findCaller)
        1    0.001    0.001    0.007    0.007 decoder.py:2(<module>)
        1    0.007    0.007    0.007    0.007 BIFFRecords.py:9(__init__)
        1    0.004    0.004    0.007    0.007 urllib.py:23(<module>)
        1    0.007    0.007    0.007    0.007 shutil.py:5(<module>)
        2    0.005    0.003    0.007    0.004 six.py:1(<module>)
        1    0.006    0.006    0.007    0.007 loader.py:1(<module>)
     1426    0.005    0.000    0.007    0.000 html5parser.py:1792(processSpaceCharacters)
     5084    0.007    0.000    0.007    0.000 {ord}
      118    0.000    0.000    0.007    0.000 pprint.py:237(format)
     1899    0.007    0.000    0.007    0.000 _abcoll.py:365(keys)
      151    0.001    0.000    0.007    0.000 antlr.py:1727(LT)
        1    0.006    0.006    0.007    0.007 ssl.py:56(<module>)
      225    0.001    0.000    0.007    0.000 inputstream.py:222(position)
  234/118    0.004    0.000    0.007    0.000 pprint.py:247(_safe_repr)
       65    0.007    0.000    0.007    0.000 {nt.stat}
     1690    0.007    0.000    0.007    0.000 {_locale.setlocale}
     1689    0.007    0.000    0.007    0.000 {built-in method groupdict}
        2    0.000    0.000    0.007    0.003 _clientcookie.py:1085(cookies_for_request)
        1    0.000    0.000    0.006    0.006 _rfc3986.py:11(<module>)
      237    0.002    0.000    0.006    0.000 inputstream.py:211(_position)
        1    0.001    0.001    0.006    0.006 urlparse.py:29(<module>)
       54    0.000    0.000    0.006    0.000 BeautifulSoup.py:1391(handle_comment)
       55    0.000    0.000    0.006    0.000 BeautifulSoup.py:1376(_toStringSubclass)
     1182    0.006    0.000    0.006    0.000 _base.py:353(generateImpliedEndTags)
      438    0.002    0.000    0.006    0.000 BIFFRecords.py:186(get)
1162/1095    0.002    0.000    0.006    0.000 {issubclass}
        2    0.000    0.000    0.006    0.003 _clientcookie.py:1104(_cookies_for_request)
     1773    0.006    0.000    0.006    0.000 {method 'replace' of 'unicode' objects}
        1    0.001    0.001    0.006    0.006 _clientcookie.py:1067(_cookies_for_domain)
      142    0.004    0.000    0.006    0.000 html5parser.py:2098(endTagTr)
       42    0.001    0.000    0.006    0.000 sessions.py:39(merge_setting)
        2    0.004    0.002    0.006    0.003 _opener.py:71(_maybe_reindex_handlers)
        9    0.003    0.000    0.006    0.001 FilterCancelled.py:17(apply)
      130    0.002    0.000    0.006    0.000 gettext.py:130(_expand_lang)
        1    0.006    0.006    0.006    0.006 dbapi2.py:24(<module>)
     3099    0.006    0.000    0.006    0.000 {min}
      340    0.004    0.000    0.006    0.000 _sgmllib_copy.py:355(finish_endtag)
        1    0.001    0.001    0.006    0.006 _useragent.py:12(<module>)
     3930    0.006    0.000    0.006    0.000 {method 'has_key' of 'dict' objects}
     1732    0.006    0.000    0.006    0.000 MyRecord.py:19(__init__)
        8    0.000    0.000    0.006    0.001 Worksheet.py:1244(__row_blocks_rec)
    92/42    0.002    0.000    0.006    0.000 abc.py:148(__subclasscheck__)
        6    0.000    0.000    0.006    0.001 adapters.py:194(get_connection)
       29    0.001    0.000    0.005    0.000 genericpath.py:15(exists)
        4    0.000    0.000    0.005    0.001 connectionpool.py:651(_new_conn)
      366    0.003    0.000    0.005    0.000 _base.py:25(longest_prefix)
        1    0.004    0.004    0.005    0.005 threading.py:1(<module>)
       31    0.000    0.000    0.005    0.000 structures.py:65(__init__)
     3384    0.005    0.000    0.005    0.000 {method 'toordinal' of 'datetime.date' objects}
     1696    0.005    0.000    0.005    0.000 {method 'weekday' of 'datetime.date' objects}
     1206    0.005    0.000    0.005    0.000 {method 'remove' of 'list' objects}
      586    0.003    0.000    0.005    0.000 BeautifulSoup.py:451(__new__)
        6    0.000    0.000    0.005    0.001 response.py:246(from_httplib)
       16    0.000    0.000    0.005    0.000 inputstream.py:732(handlePossibleTag)
        9    0.000    0.000    0.005    0.001 Row.py:171(get_cells_biff_data)
        6    0.000    0.000    0.005    0.001 poolmanager.py:123(connection_from_url)
        1    0.000    0.000    0.005    0.005 markupbase.py:7(<module>)
        1    0.000    0.000    0.005    0.005 ElementPath.py:59(<module>)
      132    0.002    0.000    0.005    0.000 __init__.py:404(formatTime)
        1    0.000    0.000    0.005    0.005 _msiecookiejar.py:10(<module>)
        1    0.000    0.000    0.005    0.005 _strptime.py:263(compile)
       20    0.001    0.000    0.005    0.000 abc.py:86(__new__)
        9    0.001    0.000    0.005    0.001 Cell.py:171(_get_cells_biff_data_mul)
       51    0.000    0.000    0.005    0.000 _form.py:647(handle_entityref)
        1    0.000    0.000    0.005    0.005 _msiecookiejar.py:54(MSIEBase)
       12    0.000    0.000    0.005    0.000 inputstream.py:725(handlePossibleStartTag)
        6    0.000    0.000    0.005    0.001 poolmanager.py:97(connection_from_host)
       30    0.001    0.000    0.005    0.000 _form.py:2264(__init__)
        1    0.003    0.003    0.005    0.005 status_codes.py:3(<module>)
       12    0.000    0.000    0.005    0.000 cookielib.py:1555(make_cookies)
      551    0.004    0.000    0.005    0.000 BeautifulSoup.py:1224(popTag)
      992    0.004    0.000    0.004    0.000 _html5lib.py:270(getNameTuple)
        1    0.000    0.000    0.004    0.004 element.py:119(PageElement)
        1    0.002    0.002    0.004    0.004 charset.py:6(<module>)
        1    0.000    0.000    0.004    0.004 tax.py:267(get_pay_all_from_tax_text)
       27    0.001    0.000    0.004    0.000 inputstream.py:758(getAttribute)
      132    0.001    0.000    0.004    0.000 ntpath.py:189(splitext)
        1    0.000    0.000    0.004    0.004 _strptime.py:12(<module>)
       51    0.000    0.000    0.004    0.000 _form.py:122(unescape)
      132    0.001    0.000    0.004    0.000 __init__.py:695(release)
      546    0.003    0.000    0.004    0.000 os.py:444(get)
        1    0.000    0.000    0.004    0.004 BeautifulSoup.py:1867(_detectEncoding)
        1    0.000    0.000    0.004    0.004 BeautifulSoup.py:113(PageElement)
      207    0.003    0.000    0.004    0.000 threading.py:135(release)
        1    0.001    0.001    0.004    0.004 _urllib2.py:3(<module>)
        1    0.000    0.000    0.004    0.004 _strptime.py:179(__init__)
     1186    0.004    0.000    0.004    0.000 {_bisect.bisect_left}
     2125    0.004    0.000    0.004    0.000 {chr}
        2    0.000    0.000    0.004    0.002 _urllib2_fork.py:1191(http_response)
        2    0.000    0.000    0.004    0.002 _clientcookie.py:1503(extract_cookies)
        1    0.000    0.000    0.004    0.004 urllib2.py:76(<module>)
        1    0.003    0.003    0.004    0.004 dis.py:1(<module>)
      975    0.004    0.000    0.004    0.000 _base.py:232(elementInActiveFormattingElements)
       26    0.000    0.000    0.004    0.000 _lxml.py:202(comment)
      440    0.002    0.000    0.004    0.000 sre_parse.py:257(_escape)
      207    0.002    0.000    0.004    0.000 threading.py:115(acquire)
      357    0.003    0.000    0.004    0.000 antlr.py:603(__init__)
        1    0.000    0.000    0.004    0.004 _form.py:732(_AbstractSgmllibParser)
     1368    0.004    0.000    0.004    0.000 {method 'endswith' of 'unicode' objects}
        6    0.000    0.000    0.004    0.001 poolmanager.py:71(_new_pool)
        1    0.001    0.001    0.004    0.004 __init__.py:20(<module>)
        1    0.000    0.000    0.004    0.004 encoder.py:2(<module>)
        6    0.001    0.000    0.004    0.001 response.py:80(__init__)
        3    0.000    0.000    0.004    0.001 BeautifulSoup.py:1814(_convertFrom)
        1    0.004    0.004    0.004    0.004 hashlib.py:55(<module>)
